,Dates,Median days to close,Mean Sales to List Ratio,Mean Days to Close,Median sale to list Ratio,Percentage sold above list price,Percentage sold Under List Price
60,2019-03-23,29.0,0.9806611011204088,30.0,0.9881776520300108,0.2062780269058296,0.6475202982554736
61,2019-03-30,29.0,0.983104402123138,30.0,0.9890301148098012,0.2368421052631578,0.6290824625948936
62,2019-04-06,29.0,0.9826540174062048,31.0,0.9886847939080202,0.2163461538461538,0.6379126713308813
63,2019-04-13,29.0,0.9815982079075578,31.0,0.9875930477071088,0.2066115702479339,0.6516400841337948
64,2019-04-20,30.0,0.981217420760314,32.0,0.98759432107338,0.2585551330798479,0.643417437541355
65,2019-04-27,30.0,0.9811517309538202,32.0,0.9878257843561116,0.2509090909090909,0.6372541600293933
66,2019-05-04,30.0,0.98322905939407,33.0,0.9893937250800569,0.2892307692307692,0.6067733907986241
67,2019-05-11,30.0,0.9857499395522672,32.0,0.991363016503761,0.2557251908396946,0.5834231289854893
68,2019-05-18,30.0,0.9874167918122748,32.0,0.9921493888829624,0.2581818181818182,0.568604601505365
69,2019-05-25,30.0,0.9889325825002984,32.0,0.9924756920334068,0.2576687116564417,0.56953600139382
70,2019-06-01,30.0,0.9880287134503516,31.0,0.9915211907835352,0.2721518987341772,0.5836767024649008
71,2019-06-08,30.0,0.9873232906919074,32.0,0.9912856103613972,0.2546125461254612,0.5908525566661909
72,2019-06-15,30.0,0.9870461778962712,33.0,0.9906138137580976,0.2773109243697479,0.5964369722506064
73,2019-06-22,30.0,0.9859461650170968,34.0,0.990938671196776,0.2721518987341772,0.5885838232252123
74,2019-06-29,31.0,0.9861554134445212,34.0,0.9914126150831236,0.2349397590361445,0.5821307959261426
75,2019-07-06,31.0,0.9866538196376086,33.0,0.9908635229829482,0.2669902912621359,0.5791886184461155
76,2019-07-13,31.0,0.9876758767276976,33.0,0.991407098463724,0.2750809061488673,0.5827716050388108
77,2019-07-20,31.0,0.9883473727026482,33.0,0.9908659511850456,0.2945205479452055,0.5817637153214534
78,2019-07-27,31.0,0.9899680650060068,33.0,0.9914712004185442,0.2956810631229236,0.5740734859654913
79,2019-08-03,,0.9902064204260014,33.0,0.991897480253808,0.2578616352201258,0.5843928362738506
80,2019-08-10,,0.9896833072787956,32.0,0.9914780685753776,0.2359550561797752,0.5868291113183944
81,2019-08-17,,0.9889551636226188,,0.9918030143276098,0.25,0.5891199295338702
82,2019-08-24,,0.987778231452922,32.0,0.9914252533559984,0.2687074829931973,0.5982956928624574
83,2019-08-31,30.0,0.9871712911232324,32.0,0.9913583637238914,0.2445820433436532,0.5849893276152662
84,2019-09-07,30.0,0.9866306760009452,33.0,0.9912540675779052,0.2100456621004566,0.5959302747190578
85,2019-09-14,30.0,0.9864118571774908,33.0,0.991907626879002,0.2737226277372263,0.5939081796312692
86,2019-09-21,31.0,0.9855702347894252,34.0,0.9916186569207242,0.2361623616236162,0.6006418694171467
87,2019-09-28,31.0,0.9852348568176144,35.0,0.9908551393925008,0.2407407407407407,0.60991259525134
88,2019-10-05,31.0,0.9850602163745856,35.0,0.9911269802530476,0.2596491228070175,0.6000952436531665
89,2019-10-12,31.0,0.9862337525523251,35.0,0.9909911764706524,0.304,0.5958470684706847
90,2019-10-19,31.0,0.9864111684596196,34.0,0.9907901270771606,0.2641509433962264,0.5907819706498952
91,2019-10-26,30.0,0.9872001354237616,33.0,0.9920028171822162,0.2719665271966527,0.5795778795294861
92,2019-11-02,30.0,0.9861828731010012,34.0,0.9912572419748678,0.2413793103448276,0.582834584510329
93,2019-11-09,30.0,0.9852673705034608,33.0,0.9904428367005208,0.2468085106382978,0.6023452228082014
94,2019-11-16,31.0,0.9851509908666956,34.0,0.9904380615134752,0.2479338842975206,0.6079783118460931
95,2019-11-23,31.0,0.9854644741925872,34.0,0.9902880342357884,0.245136186770428,0.6085684816521918
96,2019-11-30,31.0,0.9875455707302117,34.0,0.991326589764373,0.3004694835680751,0.5949831381736963
97,2019-12-07,31.0,0.987899023912978,35.0,0.9921472639664048,0.2755905511811024,0.5742677754663751
98,2019-12-14,31.0,0.9886414855678588,35.0,0.9916607075138522,0.2521739130434782,0.5778430539428394
99,2019-12-21,31.0,0.9877988829006144,35.0,0.9917031261212934,0.2590909090909091,0.5783559651561396
100,2019-12-28,31.0,0.9862832556950362,34.0,0.9905660321866004,0.2763157894736842,0.5949346036537924
101,2020-01-04,31.0,0.9853768740854604,35.0,0.989935039319925,0.2484076433121019,0.598859073286171
102,2020-01-11,31.0,0.9846022770768242,35.0,0.9898559759316852,0.2857142857142857,0.5945231917763765
103,2020-01-18,31.0,0.983298172039027,35.0,0.9886914217005504,0.2397959183673469,0.6110584422401985
104,2020-01-25,32.0,0.9831785516924394,36.0,0.9888497803342664,0.2014925373134328,0.6171218750760192
105,2020-02-01,32.0,0.9847622460193192,36.0,0.9893324450659275,0.2558139534883721,0.6163905019461126
106,2020-02-08,31.0,0.9859439687384668,34.0,0.9900691941838056,0.2758620689655172,0.6066709111920392
107,2020-02-15,30.0,0.988646899155056,33.0,0.9912363732144858,0.2771739130434782,0.5900615500562805
108,2020-02-22,29.0,0.9906345918913766,31.0,0.9926172236846666,0.320855614973262,0.5614379567926521
109,2020-02-29,28.0,0.9903138474362432,29.0,0.9925732724776424,0.3333333333333333,0.5535796660004417
110,2020-03-07,28.0,0.9921750566972676,29.0,0.9948009502372348,0.3962264150943396,0.53130412924052
111,2020-03-14,28.0,0.9933657557538906,29.0,0.9966789837533248,0.3761467889908257,0.4948686485863515
112,2020-03-21,28.0,0.9956125277939314,29.0,0.9981625375003575,0.4541666666666666,0.458053809014159
113,2020-03-28,28.0,0.9973147289390096,29.0,1.0,0.3881278538812785,0.4390789788548985
114,2020-04-04,29.0,0.9986665134210287,29.0,1.0,0.4292452830188679,0.4202110543265966
115,2020-04-11,29.0,0.99957345427361,30.0,1.0,0.4184782608695652,0.4199617523720693
116,2020-04-18,,0.9989654324178946,27.0,1.0,0.3877551020408163,0.4398667977235432
117,2020-04-25,,0.9978327944066928,24.0,1.0,0.3708133971291866,0.4453287714623735
118,2020-05-02,,0.9945175585813124,22.0,1.0,0.3826879271070615,0.4635439474627173
119,2020-05-09,,0.9924393999233752,20.0,1.0,0.3623595505617977,0.4714213289966694
120,2020-05-16,,0.9902241962201688,,0.99847555307678,0.2738693467336683,0.4903196756049945
121,2020-05-23,24.0,0.9893859575871108,27.0,0.9971038109642972,0.3215077605321508,0.5065117633631927
122,2020-05-30,28.0,0.9900243929180323,29.0,0.9971038109642972,0.3566591422121896,0.5110855690060194
123,2020-06-06,29.0,0.9897868217413776,30.0,0.9959207985743884,0.3388278388278388,0.5263806671662861
124,2020-06-13,30.0,0.9908016689973772,31.0,0.9974452454976082,0.3642732049036777,0.5124185624218986
125,2020-06-20,30.0,0.9926424461538484,31.0,0.9988169876100912,0.373015873015873,0.4916886148626828
126,2020-06-27,30.0,0.9931282109359808,31.0,0.9988169876100912,0.3721973094170404,0.4860030965694855
127,2020-07-04,30.0,0.9939047848253328,31.0,1.0,0.355495251017639,0.4759124409564418
128,2020-07-11,30.0,0.9946878800942012,32.0,1.0,0.3833780160857908,0.470147896368376
129,2020-07-18,30.0,0.9952294496783696,32.0,1.0,0.4042253521126761,0.4670403622749265
130,2020-07-25,31.0,0.9962769694889728,32.0,1.0,0.4117647058823529,0.4643400873015046
131,2020-08-01,31.0,0.997145142638084,33.0,1.0,0.4103194103194103,0.4565060999899053
132,2020-08-08,31.0,0.9968038765814946,33.0,1.0,0.4189189189189189,0.455043846852049
133,2020-08-15,31.0,0.997550071363027,33.0,1.0,0.4796747967479675,0.4474080592265671
134,2020-08-22,31.0,0.9992303840118846,33.0,1.0,0.4802547770700637,0.4241702956787623
135,2020-08-29,30.0,0.9997913687759844,33.0,1.0,0.4535585042219541,0.4142678200042722
136,2020-09-05,30.0,1.0006304319962531,32.0,1.0,0.4197952218430034,0.4101310040073879
137,2020-09-12,30.0,1.0009543900213504,33.0,1.0,0.4652665589660743,0.4007061076582628
138,2020-09-19,31.0,1.0005262807943724,33.0,1.0,0.4794871794871795,0.4077022696703485
139,2020-09-26,31.0,1.0018589643115203,33.0,1.00000025000025,0.5006180469715699,0.3935870907647613
140,2020-10-03,31.0,1.002452309108646,34.0,1.00000025000025,0.4574850299401197,0.3835338184697608
141,2020-10-10,31.0,1.0032949881843394,34.0,1.00000025000025,0.4813278008298755,0.3792174155801673
142,2020-10-17,31.0,1.0037011107782874,33.0,1.0000006071436174,0.5036075036075036,0.371368320231072
143,2020-10-24,30.0,1.0031249852875137,33.0,1.000000357143367,0.4720327421555252,0.3823974654038132
144,2020-10-31,30.0,1.0040495780177678,33.0,1.0000006512613604,0.5029171528588098,0.3734049486869552
145,2020-11-07,30.0,1.003405396174144,33.0,1.0000006512613604,0.4727755644090305,0.3744436707006983
146,2020-11-14,30.0,1.0032545758971527,33.0,1.0000298115036326,0.5042492917847026,0.3766715341183634
147,2020-11-21,30.0,1.0033155419975803,33.0,1.0000298115036326,0.4911616161616162,0.3767266555923116
148,2020-11-28,30.0,1.003751916367858,32.0,1.0000295173856395,0.4954128440366973,0.3776216059739501
149,2020-12-05,30.0,1.004283733217508,33.0,1.0000295173856395,0.48,0.3747760186263708
150,2020-12-12,30.0,1.0046409886578511,33.0,1.0000378628947542,0.5100574712643678,0.3750314238557674
151,2020-12-19,30.0,1.004782477037614,33.0,1.0000378628947542,0.4705075445816186,0.3734726260006732
152,2020-12-26,30.0,1.0044828054529615,33.0,1.0000378628947542,0.4964788732394366,0.3644574108565978
153,2021-01-02,30.0,1.0042734524790489,33.0,1.0000378628947542,0.4932038834951456,0.3713006000298841
154,2021-01-09,30.0,1.0048763556126787,33.0,1.0000001190477326,0.5,0.3671865166076776
155,2021-01-16,30.0,1.0065118602825576,33.0,1.0000488975465869,0.5231788079470199,0.3455497829890946
156,2021-01-23,31.0,1.0064106013086973,34.0,1.0000488975465869,0.4593967517401392,0.3493701238276293
157,2021-01-30,31.0,1.0078556079483527,34.0,,0.5265225933202358,0.3446034959450497
158,2021-02-06,31.0,1.0078739763219453,33.0,,0.4979508196721312,0.3443130193521817
159,2021-02-13,30.0,1.0092447365317234,32.0,,0.5807017543859649,0.3357966954297929
160,2021-02-20,29.0,1.0117582292490408,31.0,,0.5746924428822495,0.3278758508659185
161,2021-02-27,29.0,1.0129019360605211,31.0,,0.5405797101449276,0.3120114107873331
162,2021-03-06,29.0,1.0162838164014485,31.0,,0.6204819277108434,0.2900259278720654
163,2021-03-13,29.0,1.0194966084083483,31.0,,0.6243980738362761,0.285334423831064
164,2021-03-20,29.0,1.0221448393207897,30.0,,0.65402124430956,0.262773345774361
165,2021-03-27,29.0,1.0257879598579158,30.0,,0.6631578947368421,0.2437883833683459
166,2021-04-03,29.0,1.0277701341808774,30.0,1.01787023051965,0.6236111111111111,0.2344384837699524
167,2021-04-10,29.0,1.0286720683663062,30.0,1.0182529350812228,0.6420289855072464,0.2292520320519911
168,2021-04-17,29.0,1.031168748322897,30.0,1.020478540416876,0.6780141843971631,0.2227269941157241
169,2021-04-24,,1.0326447565817938,30.0,1.0219003385908798,0.6453407510431154,0.2226924850335611
170,2021-05-01,,1.0345110473959127,30.0,1.0233250864976635,0.6597402597402597,0.2202709482370243
171,2021-05-08,,1.0358625606189236,29.0,1.0248976232222198,0.6745406824146981,0.2113755927651539
172,2021-05-15,28.0,1.0376587517338334,30.0,1.02658458012311,0.6815203145478375,0.2118343083614842
173,2021-05-22,28.0,1.0394060449455174,29.0,1.02816789703862,0.688360450563204,0.2102968336669338
174,2021-05-29,28.0,1.0399867113356625,29.0,1.0293212205867683,0.6895261845386533,0.203431691327976
175,2021-06-05,28.0,1.0413131889085077,29.0,1.0309759484396828,0.6942392909896603,0.2020204940201062
176,2021-06-12,28.0,1.0418724148690883,29.0,1.0308605641962498,0.7020997375328084,0.2011024608384741
177,2021-06-19,28.0,1.0415377493158935,29.0,1.0321283126749516,0.6867924528301886,0.1976028032476177
178,2021-06-26,28.0,1.0414110301028014,29.0,1.0322946666059545,0.6954838709677419,0.1995978157164455
179,2021-07-03,28.0,1.0407560111912844,29.0,1.03249164530849,0.6989966555183946,0.1987003551182593
180,2021-07-10,28.0,1.039078375101608,29.0,1.0309862987303111,0.6730205278592375,0.1993796140525347
181,2021-07-17,28.0,1.038216953432609,29.0,1.0288721155816454,0.6841415465268676,0.1939801234617684
182,2021-07-24,28.0,1.037269930468664,29.0,1.027612538680559,0.6666666666666666,0.1924297358648691
183,2021-07-31,28.0,1.0349939816238458,29.0,1.0244846980906357,0.6986128625472888,0.1946548213044948
184,2021-08-07,28.0,1.0325936775480633,29.0,1.0222186664693058,0.6750369276218612,0.1976106554355803
185,2021-08-14,28.0,1.029804160496383,29.0,1.0205198522704917,0.6457461645746164,0.2137822309714797
186,2021-08-21,27.0,1.0274171146881024,28.0,1.018693699043126,0.6452879581151832,0.2268509431757088
187,2021-08-28,27.0,1.0266894114978995,29.0,1.0168958290387342,0.6331034482758621,0.2322716502244542
188,2021-09-04,28.0,1.0244469099432096,29.0,1.0156839099409996,0.6065789473684211,0.2452142957970267
189,2021-09-11,28.0,1.022614872936984,29.0,1.0139489047067358,0.6270903010033445,0.2457897845251442
190,2021-09-18,28.0,1.021606970723515,29.0,1.0131663363023151,0.6162790697674418,0.246609961209804
191,2021-09-25,28.0,1.019398043596777,29.0,1.01161719100317,0.5861581920903954,0.2613693611708405
192,2021-10-02,28.0,1.019114880197046,29.0,1.0110629221027492,0.5990338164251208,0.2601663990554069
193,2021-10-09,28.0,1.0188630376841286,30.0,1.0100934517136615,0.608433734939759,0.2588694050593558
194,2021-10-16,28.0,1.018596327340603,30.0,1.008340390893565,0.5672333848531684,0.2718786626545377
195,2021-10-23,28.0,1.019472912787882,29.0,1.0091953726130876,0.6195965417867435,0.2682600755723645
196,2021-10-30,28.0,1.0197056676473466,30.0,1.0090750484306132,0.5825105782792666,0.2770399621922891
197,2021-11-06,28.0,1.018916238863071,29.0,1.0086776601687182,0.5813609467455622,0.2918595957561303
198,2021-11-13,28.0,1.0191748573521446,29.0,1.009542891057862,0.601027397260274,0.2828645765949861
199,2021-11-20,28.0,1.0182530925280142,29.0,1.009163473872302,0.5897435897435898,0.2853061391950502
200,2021-11-27,28.0,1.0190681398388763,29.0,1.0090420675008955,0.6063157894736843,0.2726634252168748
201,2021-12-04,28.0,1.0204346833467592,29.0,1.0096089663511771,0.6060191518467852,0.261487298649556
202,2021-12-11,28.0,1.0210747887643603,29.0,1.0104464270048248,0.6282798833819242,0.2519858708768813
203,2021-12-18,28.0,1.0227163294304524,30.0,1.010744406735013,0.6181533646322379,0.2467041807360362
204,2021-12-25,28.0,1.0228531161196934,30.0,1.0114304521225022,0.6075471698113207,0.2483873982136927
205,2022-01-01,28.0,1.024864322106877,30.0,1.0133633636451638,0.6235059760956175,0.2469969272657471
206,2022-01-08,28.0,1.0275671361795748,30.0,1.0156365591531942,0.6494252873563219,0.2452222436648848
207,2022-01-15,29.0,1.0282443459106454,31.0,1.0165475962028574,0.6083650190114068,0.2442724171179394
208,2022-01-22,29.0,1.029216059183667,31.0,1.016254142718076,0.5926966292134831,0.2517612871624592
209,2022-01-29,29.0,1.0318073763860187,31.0,1.018604946340019,0.691358024691358,0.2416006949633544
210,2022-02-05,,1.0336355446097936,29.0,1.0195312521025162,0.6717724288840262,0.23630524823012
211,2022-02-12,26.0,1.037780244768424,28.0,1.02320298928683,0.6915113871635611,0.2176057780304018
212,2022-02-19,24.0,1.0418631950303985,27.0,1.0264621732398456,0.708994708994709,0.1950001065483258
213,2022-02-26,,1.046173993781407,26.0,1.0307657292578134,0.7571942446043165,0.1774352695290524
214,2022-03-05,25.0,1.0496788831742174,26.0,1.0352339769050347,0.7258805513016845,0.1663217755055084
215,2022-03-12,25.0,1.0547306717419414,27.0,,0.761986301369863,0.1581953042499425
216,2022-03-19,24.0,1.061414981010328,26.0,1.0498035168807236,0.8029197080291971,0.1361237018863693
217,2022-03-26,24.0,1.06239572371995,26.0,,0.7346600331674958,0.138330145686553
218,2022-04-02,24.0,1.063942213795093,26.0,1.0535351767870824,0.7536231884057971,0.1308218783806961
