,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2323,8/11/2021,1820.889647,South,LA,"East Baton Rouge Parish, LA",22033
2324,8/11/2021,131.9511644,West,NV,"Elko County, NV",32007
2325,8/11/2021,196.4496121,Northeast,PA,"Erie County, PA",42049
2326,8/11/2021,130.7825288,Northeast,MA,"Essex County, MA",25009
2327,8/11/2021,223.4403014,Northeast,NJ,"Essex County, NJ",34013
2328,8/11/2021,175.9478796,Northeast,CT,"Fairfield County, CT",9001
2329,8/11/2021,744.5276097,South,SC,"Greenville County, SC",45045
2330,8/11/2021,164.128163,Midwest,IN,"Hamilton County, IN",18057
2331,8/11/2021,1175.147786,South,TN,"Hamilton County, TN",47065
2332,8/11/2021,263.4656427,Northeast,MA,"Hampshire County, MA",25015
2333,8/11/2021,571.1287395,Northeast,CT,"Hartford County, CT",9003
2334,8/11/2021,146.719011,Midwest,MN,"Hennepin County, MN",27053
2335,8/11/2021,986.212465,South,FL,"Hillsborough County, FL",12057
2336,8/11/2021,1545.400067,South,MS,"Hinds County, MS",28049
2337,8/11/2021,174.3350643,Northeast,PA,"Indiana County, PA",42063
2338,8/11/2021,458.4074453,South,KY,"Jefferson County, KY",21111
2339,8/11/2021,490.8492379,Midwest,KS,"Johnson County, KS",20091
2340,8/11/2021,430.2752796,Midwest,IL,"Kankakee County, IL",17091
2341,8/11/2021,379.8046564,South,TX,"Kaufman County, TX",48257
2342,8/11/2021,82.92285054,Northeast,ME,"Kennebec County, ME",23011
2343,8/11/2021,1023.831946,South,KY,"Kenton County, KY",21117
2344,8/11/2021,112.4859831,Northeast,PA,"Lackawanna County, PA",42069
2345,8/11/2021,222.9213771,Midwest,IN,"Lake County, IN",18089
2346,8/11/2021,806.6063616,West,ID,"Latah County, ID",16057
2347,8/11/2021,38.64319424,Midwest,MI,"Leelanau County, MI",26089
2348,8/11/2021,484.0286467,South,VA,"Loudoun County, VA",51107
2349,8/11/2021,2148.7337,South,GA,"Lowndes County, GA",13185
2350,8/11/2021,172.882912,Northeast,PA,"Luzerne County, PA",42079
2351,8/11/2021,699.6375299,South,AL,"Madison County, AL",1089
2352,8/11/2021,228.0282966,Midwest,WI,"Marathon County, WI",55073
2353,8/11/2021,368.4284934,Northeast,NH,"Merrimack County, NH",33013
2354,8/11/2021,863.1212015,South,FL,"Miami-Dade County, FL",12086
2355,8/11/2021,145.1253167,Northeast,CT,"Middlesex County, CT",9007
2356,8/11/2021,121.8197283,Northeast,MA,"Middlesex County, MA",25017
2357,8/11/2021,176.5264447,Northeast,NJ,"Middlesex County, NJ",34023
2358,8/11/2021,195.9653171,Northeast,NJ,"Monmouth County, NJ",34025
2359,8/11/2021,285.2943575,West,CA,"Monterey County, CA",6053
2360,8/11/2021,218.0319927,Northeast,PA,"Montgomery County, PA",42091
2361,8/11/2021,478.7814861,West,OR,"Multnomah County, OR",41051
2362,8/11/2021,63.64210176,Northeast,NY,"Nassau County, NY",36059
2363,8/11/2021,118.9695269,Northeast,DE,"New Castle County, DE",10003
2364,8/11/2021,226.1952267,Northeast,CT,"New Haven County, CT",9009
2365,8/11/2021,42.83261446,South,WV,"Ohio County, WV",54069
2366,8/11/2021,1062.041067,South,FL,"Orange County, FL",12095
2367,8/11/2021,802.1898175,South,FL,"Palm Beach County, FL",12099
2368,8/11/2021,478.7688672,West,MT,"Park County, MT",30067
2369,8/11/2021,169.9529917,Midwest,IL,"Peoria County, IL",17143
2370,8/11/2021,316.4062085,West,AZ,"Pima County, AZ",4019
2371,8/11/2021,877.0925842,West,CA,"Placer County, CA",6061
2372,8/11/2021,355.6631464,Midwest,IA,"Polk County, IA",19153
2373,8/11/2021,537.9524694,Northeast,RI,"Providence County, RI",44007
2374,8/11/2021,1047.029642,South,AR,"Pulaski County, AR",5119
2375,8/11/2021,207.0339233,South,VA,"Pulaski County, VA",51155
2376,8/11/2021,206.3963807,West,CA,"Riverside County, CA",6065
2377,8/11/2021,469.8115352,West,CA,"Sacramento County, CA",6067
2378,8/11/2021,222.9207278,West,UT,"Salt Lake County, UT",49035
2379,8/11/2021,324.5415981,West,CA,"San Diego County, CA",6073
2380,8/11/2021,337.6056163,Midwest,KS,"Sedgwick County, KS",20173
2381,8/11/2021,1231.827025,South,FL,"Seminole County, FL",12117
2382,8/11/2021,718.1235601,South,TN,"Shelby County, TN",47157
2383,8/11/2021,370.1797379,West,CA,"Sonoma County, CA",6097
2384,8/11/2021,356.4605223,Northeast,MA,"Suffolk County, MA",25025
2385,8/11/2021,143.6326426,Midwest,OH,"Summit County, OH",39153
2386,8/11/2021,626.4400867,Northeast,MA,"Town and County of Nantucket, MA",25019
2387,8/11/2021,337.3983758,South,TX,"Travis County, TX",48453
2388,8/11/2021,360.3808713,Northeast,RI,"Washington County, RI",44009
2389,8/11/2021,679.8634377,West,NV,"Washoe County, NV",32031
2390,8/11/2021,108.1541916,Northeast,PA,"Westmoreland County, PA",42129
2391,8/11/2021,341.7347541,Midwest,IL,"Winnebago County, IL",17201
2392,8/18/2021,841.2631662,West,ID,"Ada County, ID",16001
2393,8/18/2021,374.3660633,West,CO,"Arapahoe County, CO",8005
2394,8/18/2021,168.2254155,South,VA,"Arlington County, VA",51013
2395,8/18/2021,1015.466299,South,AR,"Benton County, AR",5007
2396,8/18/2021,848.4149775,West,WA,"Benton County, WA",53005
2397,8/18/2021,177.3966946,Northeast,MA,"Berkshire County, MA",25003
2398,8/18/2021,2462.75134,South,FL,"Brevard County, FL",12009
2399,8/18/2021,727.3302912,Midwest,MO,"Cape Girardeau County, MO",29031
2400,8/18/2021,211.9769925,Northeast,PA,"Chester County, PA",42029
2401,8/18/2021,150.0629125,Northeast,VT,"Chittenden County, VT",50007
2402,8/18/2021,186.4876104,South,VA,"City of Alexandria, VA",51510
2403,8/18/2021,234.048874,South,VA,"City of Harrisonburg, VA",51660
2404,8/18/2021,575.0547068,West,NV,"Clark County, NV",32003
2405,8/18/2021,149.6166486,Northeast,ME,"Cumberland County, ME",23005
2406,8/18/2021,1355.044839,South,NC,"Cumberland County, NC",37051
2407,8/18/2021,259.620378,Midwest,MN,"Dakota County, MN",27037
2408,8/18/2021,554.1339321,Northeast,PA,"Dauphin County, PA",42043
2409,8/18/2021,285.2792139,West,UT,"Davis County, UT",49011
2410,8/18/2021,1202.629866,South,LA,"East Baton Rouge Parish, LA",22033
2411,8/18/2021,191.3532556,West,NV,"Elko County, NV",32007
2412,8/18/2021,211.6535901,Northeast,PA,"Erie County, PA",42049
2413,8/18/2021,65.65232771,Northeast,MA,"Essex County, MA",25009
2414,8/18/2021,144.3813755,Northeast,NJ,"Essex County, NJ",34013
2415,8/18/2021,153.2926006,Northeast,CT,"Fairfield County, CT",9001
2417,8/18/2021,884.11908,South,SC,"Greenville County, SC",45045
2418,8/18/2021,239.1638916,Midwest,IN,"Hamilton County, IN",18057
2419,8/18/2021,1691.698216,South,TN,"Hamilton County, TN",47065
2420,8/18/2021,362.607809,Northeast,MA,"Hampshire County, MA",25015
2421,8/18/2021,506.1955008,Northeast,CT,"Hartford County, CT",9003
2422,8/18/2021,158.9191953,Midwest,MN,"Hennepin County, MN",27053
2423,8/18/2021,1021.595174,South,FL,"Hillsborough County, FL",12057
2424,8/18/2021,1747.600188,South,MS,"Hinds County, MS",28049
2425,8/18/2021,107.6680904,Northeast,PA,"Indiana County, PA",42063
2426,8/18/2021,591.2264224,South,KY,"Jefferson County, KY",21111
2427,8/18/2021,383.3040272,Midwest,KS,"Johnson County, KS",20091
2428,8/18/2021,515.1959065,South,TX,"Kaufman County, TX",48257
2429,8/18/2021,151.5695082,Northeast,PA,"Lackawanna County, PA",42069
2430,8/18/2021,309.0760413,Midwest,IN,"Lake County, IN",18089
2431,8/18/2021,1133.584687,West,ID,"Latah County, ID",16057
2432,8/18/2021,101.2115334,Midwest,MI,"Leelanau County, MI",26089
2433,8/18/2021,2123.845554,South,GA,"Lowndes County, GA",13185
2434,8/18/2021,156.3889913,Northeast,PA,"Luzerne County, PA",42079
2435,8/18/2021,759.9177209,South,AL,"Madison County, AL",1089
2436,8/18/2021,323.4578235,Midwest,WI,"Marathon County, WI",55073
2437,8/18/2021,317.2602198,Northeast,NH,"Merrimack County, NH",33013
2438,8/18/2021,641.2149101,South,FL,"Miami-Dade County, FL",12086
2439,8/18/2021,127.0574747,Northeast,CT,"Middlesex County, CT",9007
2440,8/18/2021,147.5581398,Northeast,MA,"Middlesex County, MA",25017
2441,8/18/2021,142.9002881,Northeast,NJ,"Middlesex County, NJ",34023
2442,8/18/2021,220.518167,Northeast,NJ,"Monmouth County, NJ",34025
2443,8/18/2021,320.7393312,West,CA,"Monterey County, CA",6053
2444,8/18/2021,189.1834081,Northeast,PA,"Montgomery County, PA",42091
2445,8/18/2021,503.8909005,West,OR,"Multnomah County, OR",41051
2446,8/18/2021,202.5633654,Northeast,DE,"New Castle County, DE",10003
2447,8/18/2021,166.0097579,Northeast,CT,"New Haven County, CT",9009
2448,8/18/2021,58.43186152,South,WV,"Ohio County, WV",54069
2449,8/18/2021,929.846006,South,FL,"Orange County, FL",12095
2450,8/18/2021,305.9960539,West,MT,"Park County, MT",30067
2451,8/18/2021,244.7432095,Midwest,IL,"Peoria County, IL",17143
2452,8/18/2021,246.2963913,West,AZ,"Pima County, AZ",4019
2453,8/18/2021,1747.012247,West,CA,"Placer County, CA",6061
2454,8/18/2021,404.2095637,Midwest,IA,"Polk County, IA",19153
2455,8/18/2021,447.616219,Northeast,RI,"Providence County, RI",44007
2456,8/18/2021,698.294498,South,AR,"Pulaski County, AR",5119
2457,8/18/2021,165.5246827,South,VA,"Pulaski County, VA",51155
2458,8/18/2021,240.1350531,West,CA,"Riverside County, CA",6065
2459,8/18/2021,429.5467797,West,CA,"Sacramento County, CA",6067
2460,8/18/2021,266.5280189,West,UT,"Salt Lake County, UT",49035
2461,8/18/2021,326.4944746,West,CA,"San Diego County, CA",6073
2462,8/18/2021,276.6133527,Midwest,KS,"Sedgwick County, KS",20173
2463,8/18/2021,1293.113429,South,FL,"Seminole County, FL",12117
2464,8/18/2021,907.5090271,South,TN,"Shelby County, TN",47157
2465,8/18/2021,225.4334593,West,CA,"Sonoma County, CA",6097
2466,8/18/2021,318.2251315,Northeast,MA,"Suffolk County, MA",25025
2467,8/18/2021,135.175467,Midwest,OH,"Summit County, OH",39153
2468,8/18/2021,341.8541853,Northeast,MA,"Town and County of Nantucket, MA",25019
2469,8/18/2021,420.9141395,South,TX,"Travis County, TX",48453
2470,8/18/2021,164.6463177,Northeast,NJ,"Union County, NJ",34039
2471,8/18/2021,241.9812202,Northeast,PA,"Westmoreland County, PA",42129
2472,8/18/2021,316.3716645,Midwest,IL,"Winnebago County, IL",17201
2473,8/25/2021,435.7363086,West,CO,"Arapahoe County, CO",8005
2474,8/25/2021,232.4669015,Northeast,MA,"Berkshire County, MA",25003
2475,8/25/2021,2015.941573,South,FL,"Brevard County, FL",12009
2476,8/25/2021,402.8516439,South,VA,"City of Harrisonburg, VA",51660
2477,8/25/2021,654.9947689,West,NV,"Clark County, NV",32003
2478,8/25/2021,516.895119,Northeast,PA,"Dauphin County, PA",42043
2479,8/25/2021,175.9080844,West,NV,"Elko County, NV",32007
2480,8/25/2021,277.477486,Northeast,PA,"Erie County, PA",42049
2481,8/25/2021,214.0146747,Northeast,CT,"Fairfield County, CT",9001
2482,8/25/2021,676.8583177,Northeast,PA,"Franklin County, PA",42055
2483,8/25/2021,373.872861,Midwest,IN,"Hamilton County, IN",18057
2484,8/25/2021,2412.799403,South,TN,"Hamilton County, TN",47065
2485,8/25/2021,438.691711,Northeast,CT,"Hartford County, CT",9003
2486,8/25/2021,1215.695675,South,FL,"Hillsborough County, FL",12057
2487,8/25/2021,1149.562226,South,MS,"Hinds County, MS",28049
2488,8/25/2021,239.6991432,Northeast,PA,"Indiana County, PA",42063
2489,8/25/2021,1078.042369,South,KY,"Jefferson County, KY",21111
2490,8/25/2021,251.2647005,Midwest,IN,"Lake County, IN",18089
2491,8/25/2021,328.0475799,Midwest,MI,"Leelanau County, MI",26089
2492,8/25/2021,581.1091679,Midwest,WI,"Marathon County, WI",55073
2493,8/25/2021,656.7904459,South,FL,"Miami-Dade County, FL",12086
2494,8/25/2021,50.82242686,Northeast,CT,"Middlesex County, CT",9007
2495,8/25/2021,189.9361179,Northeast,MA,"Middlesex County, MA",25017
2496,8/25/2021,252.359345,West,CA,"Monterey County, CA",6053
2497,8/25/2021,310.4639658,Northeast,PA,"Montgomery County, PA",42091
2498,8/25/2021,94.23419249,Northeast,NY,"Nassau County, NY",36059
2499,8/25/2021,601.3813515,South,FL,"Palm Beach County, FL",12099
2500,8/25/2021,594.153493,Midwest,IL,"Peoria County, IL",17143
2501,8/25/2021,410.4342031,Midwest,IA,"Polk County, IA",19153
2502,8/25/2021,345.2695437,Northeast,MA,"Suffolk County, MA",25025
2503,8/25/2021,206.1335839,Northeast,MA,"Town and County of Nantucket, MA",25019
2504,8/25/2021,597.2608093,Northeast,PA,"Westmoreland County, PA",42129
2505,9/1/2021,3744.522083,South,FL,"Brevard County, FL",12009
2506,9/1/2021,574.028052,South,VA,"City of Harrisonburg, VA",51660
2507,9/1/2021,570.6700919,West,NV,"Clark County, NV",32003
2508,9/1/2021,166.3875281,Northeast,ME,"Cumberland County, ME",23005
2509,9/1/2021,582.5053802,Northeast,PA,"Dauphin County, PA",42043
2510,9/1/2021,387.5522989,West,NV,"Elko County, NV",32007
2511,9/1/2021,435.7916415,Northeast,PA,"Erie County, PA",42049
2512,9/1/2021,47.90607692,Northeast,MA,"Essex County, MA",25009
2513,9/1/2021,306.5352864,Northeast,CT,"Fairfield County, CT",9001
2514,9/1/2021,607.2546423,Northeast,PA,"Franklin County, PA",42055
2515,9/1/2021,2497.523804,South,SC,"Greenville County, SC",45045
2516,9/1/2021,468.0932459,Midwest,IN,"Hamilton County, IN",18057
2517,9/1/2021,4302.569039,South,TN,"Hamilton County, TN",47065
2518,9/1/2021,1201.6528,South,FL,"Hillsborough County, FL",12057
2519,9/1/2021,368.0764139,Northeast,PA,"Indiana County, PA",42063
2520,9/1/2021,861.2925172,South,KY,"Jefferson County, KY",21111
2521,9/1/2021,353.4319648,Midwest,WI,"Marathon County, WI",55073
2522,9/1/2021,514.9716601,South,FL,"Miami-Dade County, FL",12086
2523,9/1/2021,179.0412026,Northeast,MA,"Middlesex County, MA",25017
2524,9/1/2021,453.0977385,West,CA,"Monterey County, CA",6053
2525,9/1/2021,377.6450117,Northeast,PA,"Montgomery County, PA",42091
2526,9/1/2021,401.2128095,Midwest,IL,"Peoria County, IL",17143
2527,9/1/2021,1439.874052,West,CA,"Placer County, CA",6061
2528,9/1/2021,726.5542325,Midwest,IA,"Polk County, IA",19153
2529,9/1/2021,207.9122443,West,CA,"Riverside County, CA",6065
2530,9/1/2021,320.8439603,Northeast,MA,"Suffolk County, MA",25025
2531,9/1/2021,109.7077814,Northeast,MA,"Town and County of Nantucket, MA",25019
2532,9/8/2021,464.3456634,West,CO,"Arapahoe County, CO",8005
2533,9/8/2021,1290.98668,South,FL,"Brevard County, FL",12009
2534,9/8/2021,631.5856464,South,VA,"City of Harrisonburg, VA",51660
2535,9/8/2021,628.1809466,West,NV,"Clark County, NV",32003
2536,9/8/2021,242.2847225,Northeast,ME,"Cumberland County, ME",23005
2537,9/8/2021,456.6761341,Northeast,PA,"Dauphin County, PA",42043
2538,9/8/2021,715.2226057,West,NV,"Elko County, NV",32007
2539,9/8/2021,469.7352787,Northeast,PA,"Erie County, PA",42049
2540,9/8/2021,54.66673419,Northeast,MA,"Essex County, MA",25009
2541,9/8/2021,222.9418389,Northeast,CT,"Fairfield County, CT",9001
2542,9/8/2021,2467.464866,South,SC,"Greenville County, SC",45045
2543,9/8/2021,417.1402179,Midwest,IN,"Hamilton County, IN",18057
2544,9/8/2021,4673.190289,South,TN,"Hamilton County, TN",47065
2545,9/8/2021,891.6110488,South,FL,"Hillsborough County, FL",12057
2546,9/8/2021,670.6000455,Northeast,PA,"Indiana County, PA",42063
2547,9/8/2021,537.9015656,South,KY,"Jefferson County, KY",21111
2548,9/8/2021,435.0766836,Midwest,IN,"Lake County, IN",18089
2549,9/8/2021,634.1875878,Midwest,WI,"Marathon County, WI",55073
2550,9/8/2021,351.9339316,South,FL,"Miami-Dade County, FL",12086
2551,9/8/2021,84.07340825,Northeast,MA,"Middlesex County, MA",25017
2552,9/8/2021,284.7141304,West,CA,"Monterey County, CA",6053
2553,9/8/2021,138.5013368,Northeast,PA,"Montgomery County, PA",42091
2554,9/8/2021,276.4121472,South,FL,"Palm Beach County, FL",12099
2555,9/8/2021,274.0346526,Midwest,IL,"Peoria County, IL",17143
2556,9/8/2021,1033.097935,West,CA,"Placer County, CA",6061
2557,9/8/2021,743.6853791,Midwest,IA,"Polk County, IA",19153
2558,9/8/2021,312.7988055,West,CA,"Riverside County, CA",6065
2559,9/8/2021,270.0285232,Northeast,MA,"Suffolk County, MA",25025
2560,9/8/2021,120.9481718,Northeast,MA,"Town and County of Nantucket, MA",25019
2561,9/8/2021,119.8375041,Northeast,NJ,"Union County, NJ",34039
2562,9/15/2021,339.6597761,West,CO,"Arapahoe County, CO",8005
2563,9/15/2021,416.3095281,Northeast,MA,"Berkshire County, MA",25003
2564,9/15/2021,294.2541626,South,FL,"Brevard County, FL",12009
2565,9/15/2021,564.6116564,South,VA,"City of Harrisonburg, VA",51660
2566,9/15/2021,672.3772708,West,NV,"Clark County, NV",32003
2567,9/15/2021,239.2200141,Northeast,ME,"Cumberland County, ME",23005
2568,9/15/2021,459.670013,Northeast,PA,"Dauphin County, PA",42043
2569,9/15/2021,1391.781275,West,NV,"Elko County, NV",32007
2570,9/15/2021,354.0157297,Northeast,PA,"Erie County, PA",42049
2571,9/15/2021,95.17943532,Northeast,MA,"Essex County, MA",25009
2572,9/15/2021,419.2644508,Northeast,CT,"Fairfield County, CT",9001
2573,9/15/2021,980.2077727,Northeast,PA,"Franklin County, PA",42055
2574,9/15/2021,2417.386773,South,SC,"Greenville County, SC",45045
2575,9/15/2021,307.7729106,Midwest,IN,"Hamilton County, IN",18057
2576,9/15/2021,1858.134298,South,TN,"Hamilton County, TN",47065
2577,9/15/2021,602.0809685,South,FL,"Hillsborough County, FL",12057
2578,9/15/2021,835.6359611,Northeast,PA,"Indiana County, PA",42063
2579,9/15/2021,560.4115103,South,KY,"Jefferson County, KY",21111
2580,9/15/2021,577.6650972,Midwest,IN,"Lake County, IN",18089
2581,9/15/2021,527.0096361,Midwest,WI,"Marathon County, WI",55073
2582,9/15/2021,313.6921758,South,FL,"Miami-Dade County, FL",12086
2583,9/15/2021,87.73191416,Northeast,MA,"Middlesex County, MA",25017
2584,9/15/2021,172.9157571,West,CA,"Monterey County, CA",6053
2585,9/15/2021,50.4156923,Northeast,PA,"Montgomery County, PA",42091
2586,9/15/2021,144.4002184,Midwest,IL,"Peoria County, IL",17143
2587,9/15/2021,1204.739096,West,CA,"Placer County, CA",6061
2588,9/15/2021,934.5022592,Midwest,IA,"Polk County, IA",19153
2589,9/15/2021,291.2918566,West,CA,"Riverside County, CA",6065
2590,9/15/2021,326.9555679,Northeast,MA,"Suffolk County, MA",25025
2591,9/15/2021,74.55934225,Northeast,MA,"Town and County of Nantucket, MA",25019
2592,9/22/2021,249.358989,West,CO,"Arapahoe County, CO",8005
2593,9/22/2021,345.956418,Northeast,MA,"Berkshire County, MA",25003
2594,9/22/2021,319.0150492,South,FL,"Brevard County, FL",12009
2595,9/22/2021,602.5274132,South,VA,"City of Harrisonburg, VA",51660
2596,9/22/2021,440.533698,West,NV,"Clark County, NV",32003
2597,9/22/2021,359.1487058,Northeast,ME,"Cumberland County, ME",23005
2598,9/22/2021,761.0114138,Northeast,PA,"Dauphin County, PA",42043
2599,9/22/2021,1166.48305,West,NV,"Elko County, NV",32007
2600,9/22/2021,155.1955134,Northeast,MA,"Essex County, MA",25009
2601,9/22/2021,525.3851476,Northeast,CT,"Fairfield County, CT",9001
2602,9/22/2021,1537.671824,South,SC,"Greenville County, SC",45045
2603,9/22/2021,262.4161178,Midwest,IN,"Hamilton County, IN",18057
2604,9/22/2021,638.2260788,South,TN,"Hamilton County, TN",47065
2605,9/22/2021,300.3612968,Northeast,MA,"Hampshire County, MA",25015
2606,9/22/2021,464.6222619,South,FL,"Hillsborough County, FL",12057
2607,9/22/2021,1211.5808,Northeast,PA,"Indiana County, PA",42063
2608,9/22/2021,665.4891005,South,KY,"Jefferson County, KY",21111
2609,9/22/2021,578.1789128,Midwest,IN,"Lake County, IN",18089
2610,9/22/2021,669.9580358,Midwest,WI,"Marathon County, WI",55073
2611,9/22/2021,206.2228103,South,FL,"Miami-Dade County, FL",12086
2612,9/22/2021,127.128353,Northeast,MA,"Middlesex County, MA",25017
2613,9/22/2021,68.563041,West,CA,"Monterey County, CA",6053
2614,9/22/2021,84.1896477,Northeast,PA,"Montgomery County, PA",42091
2615,9/22/2021,860.0749795,Northeast,NY,"Nassau County, NY",36059
2616,9/22/2021,218.7535945,South,FL,"Palm Beach County, FL",12099
2617,9/22/2021,255.6423714,Midwest,IL,"Peoria County, IL",17143
2618,9/22/2021,1142.372735,West,CA,"Placer County, CA",6061
2619,9/22/2021,670.76432,Midwest,IA,"Polk County, IA",19153
2620,9/22/2021,159.3525003,West,CA,"Riverside County, CA",6065
2622,9/22/2021,278.5259032,Northeast,MA,"Suffolk County, MA",25025
2623,9/22/2021,75.94092466,Northeast,MA,"Town and County of Nantucket, MA",25019
2624,9/22/2021,144.3744139,Northeast,NJ,"Union County, NJ",34039
2625,9/29/2021,410.0824502,West,CO,"Arapahoe County, CO",8005
2626,9/29/2021,322.6227939,Northeast,MA,"Berkshire County, MA",25003
2627,9/29/2021,320.3170452,South,FL,"Brevard County, FL",12009
2628,9/29/2021,634.743174,South,VA,"City of Harrisonburg, VA",51660
2629,9/29/2021,459.3681744,West,NV,"Clark County, NV",32003
2630,9/29/2021,412.8978898,Northeast,ME,"Cumberland County, ME",23005
2631,9/29/2021,979.2567682,Northeast,PA,"Dauphin County, PA",42043
2632,9/29/2021,1004.008964,West,NV,"Elko County, NV",32007
2633,9/29/2021,953.0052592,Northeast,PA,"Erie County, PA",42049
2634,9/29/2021,103.1961953,Northeast,MA,"Essex County, MA",25009
2635,9/29/2021,264.1373559,Northeast,CT,"Fairfield County, CT",9001
2636,9/29/2021,1187.348421,South,SC,"Greenville County, SC",45045
2637,9/29/2021,268.238975,Midwest,IN,"Hamilton County, IN",18057
2638,9/29/2021,647.990155,South,TN,"Hamilton County, TN",47065
2639,9/29/2021,313.0203764,Northeast,MA,"Hampshire County, MA",25015
2640,9/29/2021,319.2184299,South,FL,"Hillsborough County, FL",12057
2641,9/29/2021,1059.573503,Northeast,PA,"Indiana County, PA",42063
2642,9/29/2021,1178.946433,Midwest,WI,"Marathon County, WI",55073
2643,9/29/2021,176.0801259,South,FL,"Miami-Dade County, FL",12086
2644,9/29/2021,288.7143092,Northeast,MA,"Middlesex County, MA",25017
2645,9/29/2021,93.91596169,West,CA,"Monterey County, CA",6053
2646,9/29/2021,351.1662693,Midwest,IL,"Peoria County, IL",17143
2647,9/29/2021,752.7935446,West,CA,"Placer County, CA",6061
2648,9/29/2021,558.5270622,Midwest,IA,"Polk County, IA",19153
2649,9/29/2021,389.8307775,South,TN,"Shelby County, TN",47157
2650,9/29/2021,330.6965848,Northeast,MA,"Suffolk County, MA",25025
2651,9/29/2021,83.60260721,Northeast,MA,"Town and County of Nantucket, MA",25019
2652,10/6/2021,489.0764036,West,CO,"Arapahoe County, CO",8005
2653,10/6/2021,233.5328218,Northeast,MA,"Berkshire County, MA",25003
2654,10/6/2021,199.7740003,South,FL,"Brevard County, FL",12009
2655,10/6/2021,325.6107923,South,VA,"City of Harrisonburg, VA",51660
2656,10/6/2021,402.9656779,West,NV,"Clark County, NV",32003
2657,10/6/2021,264.5465891,Northeast,ME,"Cumberland County, ME",23005
2658,10/6/2021,941.230823,Northeast,PA,"Dauphin County, PA",42043
2659,10/6/2021,1061.524656,West,NV,"Elko County, NV",32007
2660,10/6/2021,1517.645442,Northeast,PA,"Erie County, PA",42049
2661,10/6/2021,68.30900512,Northeast,MA,"Essex County, MA",25009
2662,10/6/2021,189.9270763,Northeast,CT,"Fairfield County, CT",9001
2663,10/6/2021,1077.019164,South,SC,"Greenville County, SC",45045
2664,10/6/2021,435.9432695,Midwest,IN,"Hamilton County, IN",18057
2665,10/6/2021,699.5512866,South,TN,"Hamilton County, TN",47065
2666,10/6/2021,415.6820249,Northeast,MA,"Hampshire County, MA",25015
2667,10/6/2021,218.0694022,South,FL,"Hillsborough County, FL",12057
2668,10/6/2021,854.4379948,Northeast,PA,"Indiana County, PA",42063
2669,10/6/2021,439.3431482,South,KY,"Jefferson County, KY",21111
2670,10/6/2021,491.2635786,Midwest,IN,"Lake County, IN",18089
2671,10/6/2021,1002.254221,Midwest,WI,"Marathon County, WI",55073
2672,10/6/2021,131.1400703,South,FL,"Miami-Dade County, FL",12086
2673,10/6/2021,536.3970914,Northeast,MA,"Middlesex County, MA",25017
2674,10/6/2021,78.43111867,West,CA,"Monterey County, CA",6053
2675,10/6/2021,131.8583325,Northeast,PA,"Montgomery County, PA",42091
2676,10/6/2021,252.7979294,Northeast,NY,"Nassau County, NY",36059
2677,10/6/2021,394.9574119,South,FL,"Palm Beach County, FL",12099
2678,10/6/2021,234.1493189,Midwest,IL,"Peoria County, IL",17143
2679,10/6/2021,795.5887681,West,CA,"Placer County, CA",6061
2680,10/6/2021,509.5358826,Midwest,IA,"Polk County, IA",19153
2681,10/6/2021,288.8152971,South,TN,"Shelby County, TN",47157
2682,10/6/2021,347.7652348,Northeast,MA,"Suffolk County, MA",25025
2683,10/6/2021,240.523561,Northeast,MA,"Town and County of Nantucket, MA",25019
2684,10/6/2021,161.4147462,Northeast,NJ,"Union County, NJ",34039
2685,10/13/2021,333.5424581,West,CO,"Arapahoe County, CO",8005
2686,10/13/2021,212.4205171,Northeast,MA,"Berkshire County, MA",25003
2687,10/13/2021,308.8143176,South,FL,"Brevard County, FL",12009
2688,10/13/2021,342.2036222,South,VA,"City of Harrisonburg, VA",51660
2689,10/13/2021,204.9494514,West,NV,"Clark County, NV",32003
2690,10/13/2021,208.6501876,Northeast,ME,"Cumberland County, ME",23005
2691,10/13/2021,1403.006038,Northeast,PA,"Dauphin County, PA",42043
2692,10/13/2021,715.1852623,West,NV,"Elko County, NV",32007
2693,10/13/2021,912.1207739,Northeast,PA,"Erie County, PA",42049
2694,10/13/2021,67.22680924,Northeast,MA,"Essex County, MA",25009
2695,10/13/2021,157.7355242,Northeast,CT,"Fairfield County, CT",9001
2696,10/13/2021,676.3439993,South,SC,"Greenville County, SC",45045
2697,10/13/2021,273.8377748,Midwest,IN,"Hamilton County, IN",18057
2698,10/13/2021,370.5413415,South,TN,"Hamilton County, TN",47065
2699,10/13/2021,394.0913218,Northeast,MA,"Hampshire County, MA",25015
2700,10/13/2021,714.3162177,Northeast,PA,"Indiana County, PA",42063
2701,10/13/2021,352.4120003,South,KY,"Jefferson County, KY",21111
2702,10/13/2021,394.8169042,Midwest,IN,"Lake County, IN",18089
2703,10/13/2021,156.9583968,South,FL,"Miami-Dade County, FL",12086
2704,10/13/2021,149.9112956,Northeast,MA,"Middlesex County, MA",25017
2705,10/13/2021,204.7824021,West,CA,"Monterey County, CA",6053
2706,10/13/2021,159.7752006,Midwest,IL,"Peoria County, IL",17143
2707,10/13/2021,520.4090647,West,CA,"Placer County, CA",6061
2708,10/13/2021,681.5640099,Midwest,IA,"Polk County, IA",19153
2709,10/13/2021,199.4871662,South,TN,"Shelby County, TN",47157
