,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
0,1/1/2020,134.8419636,Midwest,IL,"Peoria County, IL",17143
1,3/4/2020,1.740218538,Northeast,MA,"Suffolk County, MA",25025
2,3/11/2020,12.59034427,Northeast,MA,"Suffolk County, MA",25025
3,3/18/2020,58.02332206,Northeast,MA,"Suffolk County, MA",25025
4,3/25/2020,36.63175022,West,CO,"Arapahoe County, CO",8005
5,3/25/2020,4051.550869,Northeast,NJ,"Essex County, NJ",34013
6,3/25/2020,62.42551699,South,FL,"Miami-Dade County, FL",12086
7,3/25/2020,0,Midwest,IN,"Steuben County, IN",18151
8,3/25/2020,159.4548129,Northeast,MA,"Suffolk County, MA",25025
9,4/1/2020,2433.387972,Northeast,NJ,"Essex County, NJ",34013
10,4/1/2020,29.60517329,Northeast,MA,"Hampshire County, MA",25015
11,4/1/2020,141.444303,South,FL,"Miami-Dade County, FL",12086
12,4/1/2020,0,West,CA,"Placer County, CA",6061
13,4/1/2020,241.0907817,Northeast,MA,"Suffolk County, MA",25025
14,4/1/2020,0,West,OR,"Yamhill County, OR",41071
15,4/8/2020,289.5320861,West,OR,"Deschutes County, OR",41017
16,4/8/2020,5442.737621,Northeast,NJ,"Essex County, NJ",34013
17,4/8/2020,49.11110891,Northeast,MA,"Hampshire County, MA",25015
18,4/8/2020,0,South,KY,"Harrison County, KY",21097
19,4/8/2020,7.466506283,Northeast,PA,"Indiana County, PA",42063
20,4/8/2020,58.43136402,South,KY,"Jefferson County, KY",21111
21,4/8/2020,107.4338206,South,FL,"Miami-Dade County, FL",12086
22,4/8/2020,0,West,MT,"Park County, MT",30067
24,4/8/2020,0,West,CA,"Placer County, CA",6061
25,4/8/2020,0,Midwest,IN,"Steuben County, IN",18151
26,4/8/2020,388.8329419,Northeast,MA,"Suffolk County, MA",25025
27,4/8/2020,0,West,OR,"Yamhill County, OR",41071
28,4/15/2020,133.9046452,West,CO,"Arapahoe County, CO",8005
29,4/15/2020,110.0911722,West,OR,"Deschutes County, OR",41017
30,4/15/2020,7436.673098,Northeast,NJ,"Essex County, NJ",34013
31,4/15/2020,39.9315811,Northeast,CT,"Fairfield County, CT",9001
32,4/15/2020,109.0659028,Northeast,MA,"Hampshire County, MA",25015
33,4/15/2020,0,South,KY,"Harrison County, KY",21097
34,4/15/2020,18.3740892,Northeast,PA,"Indiana County, PA",42063
35,4/15/2020,177.7011781,South,KY,"Jefferson County, KY",21111
36,4/15/2020,69.44816407,South,FL,"Miami-Dade County, FL",12086
37,4/15/2020,61.2979698,Northeast,PA,"Montgomery County, PA",42091
38,4/15/2020,158.6087408,Northeast,DE,"New Castle County, DE",10003
39,4/15/2020,41.18705696,South,OK,"Oklahoma County, OK",40109
40,4/15/2020,0,West,MT,"Park County, MT",30067
41,4/15/2020,131.885628,Midwest,IL,"Peoria County, IL",17143
42,4/15/2020,0,West,CA,"Placer County, CA",6061
43,4/15/2020,14.79122993,Midwest,IN,"Steuben County, IN",18151
44,4/15/2020,390.8845671,Northeast,MA,"Suffolk County, MA",25025
45,4/15/2020,0,West,OR,"Yamhill County, OR",41071
46,4/15/2020,18.10472064,West,AZ,"Yavapai County, AZ",4025
47,4/22/2020,199.0879505,West,OR,"Deschutes County, OR",41017
48,4/22/2020,8837.006178,Northeast,NJ,"Essex County, NJ",34013
49,4/22/2020,29.6908859,Northeast,CT,"Fairfield County, CT",9001
50,4/22/2020,397.7609951,Northeast,MA,"Hampshire County, MA",25015
51,4/22/2020,0,South,KY,"Harrison County, KY",21097
52,4/22/2020,1149.176862,Midwest,MN,"Hennepin County, MN",27053
53,4/22/2020,4.484951214,Northeast,PA,"Indiana County, PA",42063
54,4/22/2020,329.7851031,South,KY,"Jefferson County, KY",21111
55,4/22/2020,86.25278443,South,FL,"Miami-Dade County, FL",12086
56,4/22/2020,370.9220412,Northeast,PA,"Montgomery County, PA",42091
57,4/22/2020,2292.034066,Northeast,NY,"Nassau County, NY",36059
58,4/22/2020,449.1985449,Northeast,DE,"New Castle County, DE",10003
59,4/22/2020,16.21725835,South,OK,"Oklahoma County, OK",40109
60,4/22/2020,0,West,MT,"Park County, MT",30067
61,4/22/2020,126.3773353,Midwest,IL,"Peoria County, IL",17143
62,4/22/2020,0,West,CA,"Placer County, CA",6061
63,4/22/2020,560.6598189,South,VA,"Stafford County, VA",51179
64,4/22/2020,65.60455474,Midwest,IN,"Steuben County, IN",18151
65,4/22/2020,297.2522333,Northeast,MA,"Suffolk County, MA",25025
66,4/22/2020,0,West,OR,"Yamhill County, OR",41071
67,4/22/2020,3.771816799,West,AZ,"Yavapai County, AZ",4025
68,4/29/2020,233.5536693,West,CO,"Arapahoe County, CO",8005
69,4/29/2020,49.77198763,West,OR,"Deschutes County, OR",41017
70,4/29/2020,2599.380746,Northeast,NJ,"Essex County, NJ",34013
71,4/29/2020,19.71485541,Northeast,CT,"Fairfield County, CT",9001
72,4/29/2020,138.5177987,Northeast,MA,"Hampshire County, MA",25015
73,4/29/2020,0,South,KY,"Harrison County, KY",21097
74,4/29/2020,1201.44691,Midwest,MN,"Hennepin County, MN",27053
75,4/29/2020,0,Northeast,PA,"Indiana County, PA",42063
76,4/29/2020,254.5147477,South,KY,"Jefferson County, KY",21111
77,4/29/2020,92.04709303,South,FL,"Miami-Dade County, FL",12086
78,4/29/2020,35.14149271,West,OR,"Multnomah County, OR",41051
79,4/29/2020,193.4633878,Northeast,DE,"New Castle County, DE",10003
80,4/29/2020,30.54648592,South,OK,"Oklahoma County, OK",40109
81,4/29/2020,0,West,MT,"Park County, MT",30067
82,4/29/2020,150.7165056,Midwest,IL,"Peoria County, IL",17143
83,4/29/2020,0,West,CA,"Placer County, CA",6061
84,4/29/2020,699.9643965,South,VA,"Stafford County, VA",51179
85,4/29/2020,45.99173766,Midwest,IN,"Steuben County, IN",18151
86,4/29/2020,170.8356339,Northeast,MA,"Suffolk County, MA",25025
87,4/29/2020,0,Northeast,MA,"Town and County of Nantucket, MA",25019
88,4/29/2020,0,West,OR,"Yamhill County, OR",41071
89,4/29/2020,0,West,AZ,"Yavapai County, AZ",4025
90,5/6/2020,0,West,ID,"Ada County, ID",16001
91,5/6/2020,213.3298322,West,CO,"Arapahoe County, CO",8005
92,5/6/2020,0,South,FL,"Brevard County, FL",12009
93,5/6/2020,383.1527115,Northeast,PA,"Dauphin County, PA",42043
94,5/6/2020,0,West,OR,"Deschutes County, OR",41017
95,5/6/2020,0,West,NV,"Elko County, NV",32007
96,5/6/2020,277.5452785,Northeast,NJ,"Essex County, NJ",34013
97,5/6/2020,10.32157611,Northeast,CT,"Fairfield County, CT",9001
98,5/6/2020,47.79344461,South,TN,"Hamilton County, TN",47065
99,5/6/2020,68.36978917,Northeast,MA,"Hampshire County, MA",25015
100,5/6/2020,0,South,KY,"Harrison County, KY",21097
101,5/6/2020,929.3504704,Midwest,MN,"Hennepin County, MN",27053
102,5/6/2020,0,Northeast,PA,"Indiana County, PA",42063
103,5/6/2020,191.2752393,South,KY,"Jefferson County, KY",21111
104,5/6/2020,0,West,ID,"Latah County, ID",16057
105,5/6/2020,254.0759434,South,FL,"Miami-Dade County, FL",12086
106,5/6/2020,0,West,CA,"Monterey County, CA",6053
107,5/6/2020,719.1233807,Northeast,PA,"Montgomery County, PA",42091
108,5/6/2020,117.138309,West,OR,"Multnomah County, OR",41051
109,5/6/2020,257.403843,Northeast,DE,"New Castle County, DE",10003
110,5/6/2020,7.63662148,South,OK,"Oklahoma County, OK",40109
111,5/6/2020,1387.573248,South,FL,"Palm Beach County, FL",12099
112,5/6/2020,0,West,MT,"Park County, MT",30067
113,5/6/2020,0,Northeast,ME,"Penobscot County, ME",23019
114,5/6/2020,0,West,CA,"Placer County, CA",6061
115,5/6/2020,1019.549192,West,WA,"Skagit County, WA",53057
116,5/6/2020,786.1790641,South,VA,"Stafford County, VA",51179
117,5/6/2020,60.26707495,Midwest,IN,"Steuben County, IN",18151
118,5/6/2020,76.63722629,Northeast,MA,"Suffolk County, MA",25025
119,5/6/2020,0,Northeast,MA,"Town and County of Nantucket, MA",25019
120,5/6/2020,0,Northeast,RI,"Washington County, RI",44009
121,5/6/2020,0,West,OR,"Yamhill County, OR",41071
122,5/6/2020,0,West,AZ,"Yavapai County, AZ",4025
123,5/13/2020,5.678670451,West,ID,"Ada County, ID",16001
124,5/13/2020,70.58226754,West,CO,"Arapahoe County, CO",8005
125,5/13/2020,0,South,FL,"Brevard County, FL",12009
126,5/13/2020,234.2470711,Northeast,PA,"Dauphin County, PA",42043
127,5/13/2020,1.120303804,West,OR,"Deschutes County, OR",41017
128,5/13/2020,0,West,NV,"Elko County, NV",32007
129,5/13/2020,62.32188258,Northeast,NJ,"Essex County, NJ",34013
130,5/13/2020,1.759677785,Northeast,CT,"Fairfield County, CT",9001
131,5/13/2020,771.7639071,Northeast,PA,"Franklin County, PA",42055
132,5/13/2020,73.64760582,Northeast,MA,"Hampshire County, MA",25015
133,5/13/2020,0,South,KY,"Harrison County, KY",21097
134,5/13/2020,434.5991517,Midwest,MN,"Hennepin County, MN",27053
135,5/13/2020,0.456503676,Northeast,PA,"Indiana County, PA",42063
136,5/13/2020,62.17353081,South,KY,"Jefferson County, KY",21111
137,5/13/2020,114.2837504,Midwest,IN,"Lake County, IN",18089
138,5/13/2020,0,West,ID,"Latah County, ID",16057
139,5/13/2020,118.3769954,South,FL,"Miami-Dade County, FL",12086
140,5/13/2020,0,West,CA,"Monterey County, CA",6053
141,5/13/2020,176.7621983,Northeast,PA,"Montgomery County, PA",42091
142,5/13/2020,35.14149271,West,OR,"Multnomah County, OR",41051
143,5/13/2020,34.9718051,Northeast,NY,"Nassau County, NY",36059
144,5/13/2020,343.9130069,Northeast,DE,"New Castle County, DE",10003
145,5/13/2020,0,South,OK,"Oklahoma County, OK",40109
146,5/13/2020,1533.698833,South,FL,"Palm Beach County, FL",12099
147,5/13/2020,0,West,MT,"Park County, MT",30067
148,5/13/2020,0,Northeast,ME,"Penobscot County, ME",23019
149,5/13/2020,64.22068985,Midwest,IL,"Peoria County, IL",17143
150,5/13/2020,0,West,CA,"Placer County, CA",6061
151,5/13/2020,674.0881617,South,VA,"Stafford County, VA",51179
152,5/13/2020,139.2483804,Midwest,IN,"Steuben County, IN",18151
153,5/13/2020,129.0819825,Northeast,MA,"Suffolk County, MA",25025
154,5/13/2020,9.495856862,Midwest,IN,"Tippecanoe County, IN",18157
155,5/13/2020,0,Northeast,RI,"Washington County, RI",44009
156,5/13/2020,0,Northeast,PA,"Westmoreland County, PA",42129
157,5/13/2020,0,West,OR,"Yamhill County, OR",41071
158,5/13/2020,1.147073958,West,AZ,"Yavapai County, AZ",4025
159,5/13/2020,0,Northeast,ME,"York County, ME",23031
160,5/20/2020,25.76985481,West,ID,"Ada County, ID",16001
161,5/20/2020,60.85113141,West,CO,"Arapahoe County, CO",8005
162,5/20/2020,2.13369917,South,FL,"Brevard County, FL",12009
163,5/20/2020,0,Northeast,VT,"Chittenden County, VT",50007
164,5/20/2020,217.7194906,Northeast,PA,"Dauphin County, PA",42043
165,5/20/2020,4.681073741,West,OR,"Deschutes County, OR",41017
166,5/20/2020,0,West,NV,"Elko County, NV",32007
167,5/20/2020,34.89376171,Northeast,PA,"Erie County, PA",42049
168,5/20/2020,43.4178796,Northeast,NJ,"Essex County, NJ",34013
169,5/20/2020,374.1639521,Northeast,PA,"Franklin County, PA",42055
170,5/20/2020,267.4795518,South,TN,"Hamilton County, TN",47065
171,5/20/2020,35.20494399,Northeast,MA,"Hampshire County, MA",25015
172,5/20/2020,54.00876298,South,KY,"Harrison County, KY",21097
173,5/20/2020,194.2741882,Northeast,CT,"Hartford County, CT",9003
174,5/20/2020,196.5401752,Midwest,MN,"Hennepin County, MN",27053
175,5/20/2020,1.826014704,Northeast,PA,"Indiana County, PA",42063
176,5/20/2020,36.91282989,South,KY,"Jefferson County, KY",21111
177,5/20/2020,113.531791,Midwest,IN,"Lake County, IN",18089
178,5/20/2020,1.996736733,West,ID,"Latah County, ID",16057
179,5/20/2020,44.93506331,South,FL,"Miami-Dade County, FL",12086
180,5/20/2020,10.53302255,Northeast,CT,"Middlesex County, CT",9007
181,5/20/2020,0,West,CA,"Monterey County, CA",6053
182,5/20/2020,18.92317938,Northeast,PA,"Montgomery County, PA",42091
183,5/20/2020,7.28579273,Northeast,NY,"Nassau County, NY",36059
184,5/20/2020,167.3115234,Northeast,DE,"New Castle County, DE",10003
185,5/20/2020,0.79199007,South,OK,"Oklahoma County, OK",40109
186,5/20/2020,396.1557939,South,FL,"Palm Beach County, FL",12099
187,5/20/2020,0,West,MT,"Park County, MT",30067
188,5/20/2020,0,Northeast,ME,"Penobscot County, ME",23019
189,5/20/2020,65.24967376,Midwest,IL,"Peoria County, IL",17143
190,5/20/2020,3.150101313,West,AZ,"Pima County, AZ",4019
191,5/20/2020,3.43916057,West,CA,"Placer County, CA",6061
192,5/20/2020,282.3745271,South,VA,"Stafford County, VA",51179
193,5/20/2020,58.13068048,Midwest,IN,"Steuben County, IN",18151
194,5/20/2020,127.3250581,Northeast,MA,"Suffolk County, MA",25025
195,5/20/2020,1.978303513,Midwest,IN,"Tippecanoe County, IN",18157
196,5/20/2020,0,Northeast,MA,"Town and County of Nantucket, MA",25019
197,5/20/2020,28.05960481,Northeast,NJ,"Union County, NJ",34039
198,5/20/2020,0,Northeast,RI,"Washington County, RI",44009
199,5/20/2020,0,Northeast,PA,"Westmoreland County, PA",42129
200,5/20/2020,5.316619451,West,OR,"Yamhill County, OR",41071
201,5/20/2020,4.588295832,West,AZ,"Yavapai County, AZ",4025
202,5/27/2020,20.98163819,West,ID,"Ada County, ID",16001
203,5/27/2020,69.74039524,West,CO,"Arapahoe County, CO",8005
204,5/27/2020,10.24175602,South,FL,"Brevard County, FL",12009
205,5/27/2020,412.8780258,Northeast,PA,"Dauphin County, PA",42043
206,5/27/2020,2.303685492,West,OR,"Deschutes County, OR",41017
207,5/27/2020,17.82244877,West,NV,"Elko County, NV",32007
208,5/27/2020,56.87278916,Northeast,PA,"Erie County, PA",42049
209,5/27/2020,27.57757466,Northeast,NJ,"Essex County, NJ",34013
210,5/27/2020,0,Northeast,CT,"Fairfield County, CT",9001
211,5/27/2020,173.3855848,Northeast,PA,"Franklin County, PA",42055
212,5/27/2020,567.0001792,South,TN,"Hamilton County, TN",47065
213,5/27/2020,14.81028523,Northeast,MA,"Hampshire County, MA",25015
214,5/27/2020,259.2420623,South,KY,"Harrison County, KY",21097
215,5/27/2020,206.1280957,Midwest,MN,"Hennepin County, MN",27053
216,5/27/2020,2.525308468,Northeast,PA,"Indiana County, PA",42063
217,5/27/2020,142.4435929,South,KY,"Jefferson County, KY",21111
218,5/27/2020,38.70027898,Midwest,IN,"Lake County, IN",18089
219,5/27/2020,9.584336316,West,ID,"Latah County, ID",16057
220,5/27/2020,56.57864872,South,FL,"Miami-Dade County, FL",12086
221,5/27/2020,0,West,CA,"Monterey County, CA",6053
222,5/27/2020,0,Northeast,NY,"Nassau County, NY",36059
223,5/27/2020,88.97044537,Northeast,DE,"New Castle County, DE",10003
224,5/27/2020,3.801552338,South,OK,"Oklahoma County, OK",40109
225,5/27/2020,249.6478331,South,FL,"Palm Beach County, FL",12099
226,5/27/2020,0,West,MT,"Park County, MT",30067
227,5/27/2020,0,Northeast,ME,"Penobscot County, ME",23019
228,5/27/2020,35.35829815,Midwest,IL,"Peoria County, IL",17143
229,5/27/2020,29.2271939,West,CA,"Placer County, CA",6061
230,5/27/2020,21.59869172,Midwest,IN,"Steuben County, IN",18151
231,5/27/2020,75.5706538,Northeast,MA,"Suffolk County, MA",25025
232,5/27/2020,0,Midwest,IN,"Tippecanoe County, IN",18157
233,5/27/2020,6.853731935,Northeast,NJ,"Union County, NJ",34039
234,5/27/2020,0,Northeast,PA,"Westmoreland County, PA",42129
235,5/27/2020,25.51977337,West,OR,"Yamhill County, OR",41071
236,5/27/2020,1.387731925,West,AZ,"Yavapai County, AZ",4025
237,5/27/2020,0,Northeast,ME,"York County, ME",23031
238,6/3/2020,37.85410871,West,ID,"Ada County, ID",16001
239,6/3/2020,62.54177915,West,CO,"Arapahoe County, CO",8005
240,6/3/2020,79.23529287,West,NV,"Elko County, NV",32007
241,6/3/2020,69.18729362,Northeast,PA,"Erie County, PA",42049
242,6/3/2020,44.15246891,Northeast,NJ,"Essex County, NJ",34013
243,6/3/2020,71.29373235,Northeast,PA,"Franklin County, PA",42055
244,6/3/2020,151.298818,Midwest,MN,"Hennepin County, MN",27053
245,6/3/2020,17.04651784,Northeast,PA,"Indiana County, PA",42063
246,6/3/2020,35.71110568,Midwest,IN,"Lake County, IN",18089
247,6/3/2020,172.5176771,South,FL,"Miami-Dade County, FL",12086
248,6/3/2020,0,West,CA,"Monterey County, CA",6053
249,6/3/2020,0,Northeast,NY,"Nassau County, NY",36059
250,6/3/2020,156.2772335,Northeast,DE,"New Castle County, DE",10003
251,6/3/2020,0,West,MT,"Park County, MT",30067
252,6/3/2020,116.315403,Midwest,IL,"Peoria County, IL",17143
253,6/3/2020,70.41034284,West,CA,"Placer County, CA",6061
254,6/3/2020,30.73943159,West,WA,"Skagit County, WA",53057
255,6/3/2020,12.09217102,Midwest,IN,"Steuben County, IN",18151
256,6/3/2020,51.92201974,Northeast,MA,"Suffolk County, MA",25025
257,6/3/2020,7.003780306,Northeast,NJ,"Union County, NJ",34039
258,6/3/2020,0,Northeast,PA,"Westmoreland County, PA",42129
259,6/3/2020,1.155158244,West,AZ,"Yavapai County, AZ",4025
260,6/3/2020,0,Northeast,ME,"York County, ME",23031
261,6/10/2020,127.7544795,West,ID,"Ada County, ID",16001
262,6/10/2020,62.44148163,West,CO,"Arapahoe County, CO",8005
263,6/10/2020,397.7466176,Northeast,PA,"Dauphin County, PA",42043
264,6/10/2020,49.60443987,West,NV,"Elko County, NV",32007
265,6/10/2020,36.06147221,Northeast,PA,"Erie County, PA",42049
266,6/10/2020,40.32263249,Northeast,NJ,"Essex County, NJ",34013
267,6/10/2020,11.9417008,Northeast,MA,"Hampshire County, MA",25015
268,6/10/2020,244.5935373,Midwest,MN,"Hennepin County, MN",27053
269,6/10/2020,39.46840743,Northeast,PA,"Indiana County, PA",42063
270,6/10/2020,129.129598,South,KY,"Jefferson County, KY",21111
271,6/10/2020,293.3360463,South,FL,"Miami-Dade County, FL",12086
272,6/10/2020,26.5301244,West,CA,"Monterey County, CA",6053
273,6/10/2020,3.109393467,Northeast,PA,"Montgomery County, PA",42091
274,6/10/2020,0,Northeast,NY,"Nassau County, NY",36059
275,6/10/2020,171.3478756,Northeast,DE,"New Castle County, DE",10003
276,6/10/2020,0,West,MT,"Park County, MT",30067
277,6/10/2020,183.572026,Midwest,IL,"Peoria County, IL",17143
278,6/10/2020,107.8756825,West,CA,"Placer County, CA",6061
279,6/10/2020,50.06705759,West,WA,"Skagit County, WA",53057
280,6/10/2020,146.5246061,South,VA,"Stafford County, VA",51179
281,6/10/2020,24.12466729,Midwest,IN,"Steuben County, IN",18151
282,6/10/2020,45.40256173,Northeast,MA,"Suffolk County, MA",25025
283,6/10/2020,17.27036845,Northeast,MA,"Town and County of Nantucket, MA",25019
284,6/10/2020,12.89540723,Northeast,NJ,"Union County, NJ",34039
285,6/10/2020,0,Northeast,RI,"Washington County, RI",44009
286,6/17/2020,229.2750499,West,ID,"Ada County, ID",16001
287,6/17/2020,45.03986337,West,CO,"Arapahoe County, CO",8005
288,6/17/2020,418.0090714,Northeast,PA,"Dauphin County, PA",42043
289,6/17/2020,15.88171661,West,NV,"Elko County, NV",32007
290,6/17/2020,19.47886396,Northeast,PA,"Erie County, PA",42049
291,6/17/2020,22.48792943,Northeast,NJ,"Essex County, NJ",34013
292,6/17/2020,30.5403454,Northeast,CT,"Fairfield County, CT",9001
293,6/17/2020,39.0537611,Northeast,PA,"Franklin County, PA",42055
294,6/17/2020,206.5931182,Midwest,MN,"Hennepin County, MN",27053
295,6/17/2020,26.91073928,Northeast,PA,"Indiana County, PA",42063
296,6/17/2020,98.89283827,South,KY,"Jefferson County, KY",21111
297,6/17/2020,24.38000511,Midwest,IN,"Lake County, IN",18089
298,6/17/2020,282.6648573,South,FL,"Miami-Dade County, FL",12086
299,6/17/2020,111.2668307,West,CA,"Monterey County, CA",6053
301,6/17/2020,70.57616254,Northeast,DE,"New Castle County, DE",10003
302,6/17/2020,705.7920318,South,FL,"Palm Beach County, FL",12099
303,6/17/2020,0,West,MT,"Park County, MT",30067
304,6/17/2020,122.3912937,Midwest,IL,"Peoria County, IL",17143
305,6/17/2020,306.9729284,West,CA,"Placer County, CA",6061
306,6/17/2020,84.98939494,West,WA,"Skagit County, WA",53057
307,6/17/2020,24.43603111,Midwest,IN,"Steuben County, IN",18151
308,6/17/2020,31.33259545,Northeast,MA,"Suffolk County, MA",25025
309,6/17/2020,6.27504831,Northeast,NJ,"Union County, NJ",34039
310,6/24/2020,366.3933399,West,ID,"Ada County, ID",16001
311,6/24/2020,22.15191975,West,CO,"Arapahoe County, CO",8005
312,6/24/2020,222.3004178,Northeast,PA,"Dauphin County, PA",42043
313,6/24/2020,43.63498878,West,NV,"Elko County, NV",32007
314,6/24/2020,12.02329464,Northeast,PA,"Erie County, PA",42049
315,6/24/2020,10.02741541,Northeast,CT,"Fairfield County, CT",9001
316,6/24/2020,45.18954729,Northeast,PA,"Franklin County, PA",42055
317,6/24/2020,118.1680187,South,TN,"Hamilton County, TN",47065
318,6/24/2020,87.74808576,Midwest,MN,"Hennepin County, MN",27053
319,6/24/2020,42.14572527,Northeast,PA,"Indiana County, PA",42063
320,6/24/2020,65.33027374,South,KY,"Jefferson County, KY",21111
321,6/24/2020,71.35785937,Midwest,IN,"Lake County, IN",18089
322,6/24/2020,342.2460703,South,FL,"Miami-Dade County, FL",12086
323,6/24/2020,50.9396923,West,CA,"Monterey County, CA",6053
324,6/24/2020,6.518394248,Northeast,PA,"Montgomery County, PA",42091
325,6/24/2020,71.61078189,West,OR,"Multnomah County, OR",41051
326,6/24/2020,0.689997506,Northeast,NY,"Nassau County, NY",36059
327,6/24/2020,48.47616693,Northeast,DE,"New Castle County, DE",10003
328,6/24/2020,8.702368681,West,MT,"Park County, MT",30067
329,6/24/2020,63.69980346,Midwest,IL,"Peoria County, IL",17143
330,6/24/2020,144.3521452,West,CA,"Placer County, CA",6061
331,6/24/2020,52.39951676,West,WA,"Skagit County, WA",53057
332,6/24/2020,18.25002749,Northeast,MA,"Suffolk County, MA",25025
333,6/24/2020,5.06085364,Northeast,MA,"Town and County of Nantucket, MA",25019
334,6/24/2020,0.272456257,Northeast,RI,"Washington County, RI",44009
335,7/1/2020,23.85420981,West,CO,"Arapahoe County, CO",8005
336,7/1/2020,213.6507193,Northeast,PA,"Dauphin County, PA",42043
337,7/1/2020,72.11344332,West,NV,"Elko County, NV",32007
338,7/1/2020,19.72785523,Northeast,PA,"Erie County, PA",42049
339,7/1/2020,15.19343573,Northeast,CT,"Fairfield County, CT",9001
340,7/1/2020,16.05805188,Northeast,MA,"Hampshire County, MA",25015
341,7/1/2020,86.88524137,Midwest,MN,"Hennepin County, MN",27053
342,7/1/2020,30.62060982,Northeast,PA,"Indiana County, PA",42063
343,7/1/2020,98.98542749,South,KY,"Jefferson County, KY",21111
344,7/1/2020,244.9971243,West,ID,"Latah County, ID",16057
345,7/1/2020,691.3974954,South,FL,"Miami-Dade County, FL",12086
346,7/1/2020,27.85855315,West,CA,"Monterey County, CA",6053
347,7/1/2020,61.16219085,Northeast,DE,"New Castle County, DE",10003
348,7/1/2020,54.03092693,West,MT,"Park County, MT",30067
349,7/1/2020,69.1361962,Midwest,IL,"Peoria County, IL",17143
350,7/1/2020,94.51927397,West,CA,"Placer County, CA",6061
351,7/1/2020,66.15377545,West,WA,"Skagit County, WA",53057
352,7/1/2020,32.19245056,Midwest,IN,"Steuben County, IN",18151
353,7/1/2020,27.34086011,Northeast,MA,"Suffolk County, MA",25025
354,7/1/2020,21.86123685,Northeast,NJ,"Union County, NJ",34039
355,7/8/2020,48.28426417,West,CO,"Arapahoe County, CO",8005
356,7/8/2020,26.71828768,Northeast,MA,"Berkshire County, MA",25003
357,7/8/2020,98.37347605,West,NV,"Elko County, NV",32007
358,7/8/2020,53.46756743,Northeast,PA,"Erie County, PA",42049
359,7/8/2020,14.68410869,Northeast,CT,"Fairfield County, CT",9001
360,7/8/2020,122.2116951,Northeast,PA,"Franklin County, PA",42055
361,7/8/2020,180.7243507,South,TN,"Hamilton County, TN",47065
362,7/8/2020,33.53635893,Northeast,PA,"Indiana County, PA",42063
363,7/8/2020,168.3480773,South,KY,"Jefferson County, KY",21111
364,7/8/2020,130.0859231,Midwest,IN,"Lake County, IN",18089
365,7/8/2020,763.1957651,South,FL,"Miami-Dade County, FL",12086
366,7/8/2020,35.28995247,West,CA,"Monterey County, CA",6053
367,7/8/2020,15.58680022,Northeast,PA,"Montgomery County, PA",42091
368,7/8/2020,4.080886136,Northeast,NY,"Nassau County, NY",36059
369,7/8/2020,70.77131309,Northeast,DE,"New Castle County, DE",10003
370,7/8/2020,94.13074756,West,MT,"Park County, MT",30067
371,7/8/2020,46.17647218,Midwest,IL,"Peoria County, IL",17143
372,7/8/2020,67.76686494,West,CA,"Placer County, CA",6061
373,7/8/2020,36.62226878,West,WA,"Skagit County, WA",53057
374,7/8/2020,39.76987867,Midwest,IN,"Steuben County, IN",18151
375,7/8/2020,33.02073309,Northeast,MA,"Suffolk County, MA",25025
376,7/8/2020,5.851440854,Northeast,MA,"Town and County of Nantucket, MA",25019
377,7/8/2020,39.8595254,Northeast,NJ,"Union County, NJ",34039
378,7/8/2020,2.926199014,Northeast,RI,"Washington County, RI",44009
379,7/15/2020,19.81184598,Northeast,MA,"Berkshire County, MA",25003
380,7/15/2020,134.9872493,Northeast,PA,"Dauphin County, PA",42043
381,7/15/2020,120.6063356,West,NV,"Elko County, NV",32007
382,7/15/2020,59.70138955,Northeast,PA,"Erie County, PA",42049
383,7/15/2020,36.71358782,Northeast,NJ,"Essex County, NJ",34013
384,7/15/2020,35.14640534,Northeast,MA,"Hampshire County, MA",25015
385,7/15/2020,159.7906042,Midwest,MN,"Hennepin County, MN",27053
386,7/15/2020,54.64746823,Northeast,PA,"Indiana County, PA",42063
387,7/15/2020,293.3209033,South,KY,"Jefferson County, KY",21111
388,7/15/2020,202.1162446,Midwest,IN,"Lake County, IN",18089
389,7/15/2020,243.917416,West,ID,"Latah County, ID",16057
390,7/15/2020,903.209743,South,FL,"Miami-Dade County, FL",12086
391,7/15/2020,52.55170331,West,CA,"Monterey County, CA",6053
392,7/15/2020,94.35714201,Northeast,DE,"New Castle County, DE",10003
393,7/15/2020,275.2547084,South,FL,"Palm Beach County, FL",12099
394,7/15/2020,55.54263733,West,MT,"Park County, MT",30067
395,7/15/2020,50.23091967,Midwest,IL,"Peoria County, IL",17143
396,7/15/2020,61.72715674,West,CA,"Placer County, CA",6061
397,7/15/2020,44.09832881,Midwest,IN,"Steuben County, IN",18151
398,7/15/2020,28.52168438,Northeast,MA,"Suffolk County, MA",25025
399,7/22/2020,82.80726623,Northeast,PA,"Dauphin County, PA",42043
400,7/22/2020,160.0647991,West,NV,"Elko County, NV",32007
401,7/22/2020,35.05571174,Northeast,PA,"Erie County, PA",42049
402,7/22/2020,24.8899978,Northeast,NJ,"Essex County, NJ",34013
403,7/22/2020,57.86483281,Northeast,CT,"Fairfield County, CT",9001
404,7/22/2020,207.2911362,Northeast,PA,"Franklin County, PA",42055
405,7/22/2020,149.3009933,South,TN,"Hamilton County, TN",47065
406,7/22/2020,198.7628374,Midwest,MN,"Hennepin County, MN",27053
407,7/22/2020,42.49292842,Northeast,PA,"Indiana County, PA",42063
